                 U calloc
000000000070d500 T VSLCCORRNEWTASK1D_
000000000070d760 T vslccorrnewtaskx
000000000070d760 T vslccorrnewtaskx_
000000000070d800 T vslcCorrNewTaskX
000000000070d760 T VSLCCORRNEWTASKX_
000000000070d620 T vslccorrnewtaskx1d
000000000070d620 T vslccorrnewtaskx1d_
000000000070d6c0 T vslcCorrNewTaskX1D
000000000070d620 T VSLCCORRNEWTASKX1D_
000000000070bc60 T vslconvcopytask
000000000070bc60 T vslconvcopytask_
000000000070bcd0 T vslConvCopyTask
000000000070bc60 T VSLCONVCOPYTASK_
000000000070bd40 T vslconvdeletetask
000000000070bd40 T vslconvdeletetask_
000000000070bda0 T vslConvDeleteTask
000000000070bd40 T VSLCONVDELETETASK_
000000000070be00 T vslconvsetdecimation
000000000070be00 T vslconvsetdecimation_
000000000070be70 T vslConvSetDecimation
000000000070be00 T VSLCONVSETDECIMATION_
000000000070bee0 T vslconvsetinternalprecision
000000000070bee0 T vslconvsetinternalprecision_
000000000070bf50 T vslConvSetInternalPrecision
000000000070bee0 T VSLCONVSETINTERNALPRECISION_
000000000070bfc0 T vslconvsetmode
000000000070bfc0 T vslconvsetmode_
000000000070c030 T vslConvSetMode
000000000070bfc0 T VSLCONVSETMODE_
000000000070c0a0 T vslconvsetstart
000000000070c0a0 T vslconvsetstart_
000000000070c110 T vslConvSetStart
000000000070c0a0 T VSLCONVSETSTART_
00000000007018b0 T vslcopystream_
00000000007017d0 T vslCopyStream
0000000000701920 T VSLCOPYSTREAM_
0000000000701840 T vslCopyStream_64
0000000000701a70 T vslcopystreamstate_
0000000000701990 T vslCopyStreamState
0000000000701ae0 T VSLCOPYSTREAMSTATE_
0000000000701a00 T vslCopyStreamState_64
000000000070c180 T vslcorrcopytask
000000000070c180 T vslcorrcopytask_
000000000070c1f0 T vslCorrCopyTask
000000000070c180 T VSLCORRCOPYTASK_
000000000070c260 T vslcorrdeletetask
000000000070c260 T vslcorrdeletetask_
000000000070c2c0 T vslCorrDeleteTask
000000000070c260 T VSLCORRDELETETASK_
000000000070c320 T vslcorrsetdecimation
000000000070c320 T vslcorrsetdecimation_
000000000070c390 T vslCorrSetDecimation
000000000070c320 T VSLCORRSETDECIMATION_
000000000070c400 T vslcorrsetinternalprecision
000000000070c400 T vslcorrsetinternalprecision_
000000000070c470 T vslCorrSetInternalPrecision
000000000070c400 T VSLCORRSETINTERNALPRECISION_
000000000070c4e0 T vslcorrsetmode
000000000070c4e0 T vslcorrsetmode_
000000000070c550 T vslCorrSetMode
000000000070c4e0 T VSLCORRSETMODE_
000000000070c5c0 T vslcorrsetstart
000000000070c5c0 T vslcorrsetstart_
000000000070c630 T vslCorrSetStart
000000000070c5c0 T VSLCORRSETSTART_
000000000070dd60 T vsldconvexec
000000000070dd60 T vsldconvexec_
000000000070de00 T vsldConvExec
000000000070dd60 T VSLDCONVEXEC_
000000000070d9e0 T vsldconvexec1d
000000000070d9e0 T vsldconvexec1d_
000000000070da80 T vsldConvExec1D
000000000070d9e0 T VSLDCONVEXEC1D_
000000000070dc40 T vsldconvexecx
000000000070dc40 T vsldconvexecx_
000000000070dcd0 T vsldConvExecX
000000000070dc40 T VSLDCONVEXECX_
000000000070db20 T vsldconvexecx1d
000000000070db20 T vsldconvexecx1d_
000000000070dbb0 T vsldConvExecX1D
000000000070db20 T VSLDCONVEXECX1D_
000000000070e240 T vsldconvnewtask
000000000070e240 T vsldconvnewtask_
000000000070e2e0 T vsldConvNewTask
000000000070e240 T VSLDCONVNEWTASK_
000000000070dea0 T vsldconvnewtask1d
000000000070dea0 T vsldconvnewtask1d_
000000000070df30 T vsldConvNewTask1D
000000000070dea0 T VSLDCONVNEWTASK1D_
000000000070e100 T vsldconvnewtaskx
000000000070e100 T vsldconvnewtaskx_
000000000070e1a0 T vsldConvNewTaskX
000000000070e100 T VSLDCONVNEWTASKX_
000000000070dfc0 T vsldconvnewtaskx1d
000000000070dfc0 T vsldconvnewtaskx1d_
000000000070e060 T vsldConvNewTaskX1D
000000000070dfc0 T VSLDCONVNEWTASKX1D_
000000000070e700 T vsldcorrexec
000000000070e700 T vsldcorrexec_
000000000070e7a0 T vsldCorrExec
000000000070e700 T VSLDCORREXEC_
000000000070e380 T vsldcorrexec1d
000000000070e380 T vsldcorrexec1d_
000000000070e420 T vsldCorrExec1D
000000000070e380 T VSLDCORREXEC1D_
000000000070e5e0 T vsldcorrexecx
000000000070e5e0 T vsldcorrexecx_
000000000070e670 T vsldCorrExecX
000000000070e5e0 T VSLDCORREXECX_
000000000070e4c0 T vsldcorrexecx1d
000000000070e4c0 T vsldcorrexecx1d_
000000000070e550 T vsldCorrExecX1D
000000000070e4c0 T VSLDCORREXECX1D_
000000000070ebe0 T vsldcorrnewtask
000000000070ebe0 T vsldcorrnewtask_
000000000070ec80 T vsldCorrNewTask
000000000070ebe0 T VSLDCORRNEWTASK_
000000000070e840 T vsldcorrnewtask1d
000000000070e840 T vsldcorrnewtask1d_
000000000070e8d0 T vsldCorrNewTask1D
000000000070e840 T VSLDCORRNEWTASK1D_
000000000070eaa0 T vsldcorrnewtaskx
000000000070eaa0 T vsldcorrnewtaskx_
000000000070eb40 T vsldCorrNewTaskX
000000000070eaa0 T VSLDCORRNEWTASKX_
000000000070e960 T vsldcorrnewtaskx1d
000000000070e960 T vsldcorrnewtaskx1d_
000000000070ea00 T vsldCorrNewTaskX1D
000000000070e960 T VSLDCORRNEWTASKX1D_
0000000000701710 T vsldeletestream_
0000000000701650 T vslDeleteStream
0000000000701770 T VSLDELETESTREAM_
00000000007016b0 T vslDeleteStream_64
0000000000702250 T vsldnewabstractstream_
00000000007021a0 T vsldNewAbstractStream
00000000007022f0 T VSLDNEWABSTRACTSTREAM_
0000000000703870 T vsldsscompute_
00000000007037f0 T vsldSSCompute
00000000007038e0 T VSLDSSCOMPUTE_
00000000006fe410 T vsldsseditcorparameterization_
00000000006fe370 T vsldSSEditCorParameterization
00000000006fe4a0 T VSLDSSEDITCORPARAMETERIZATION_
00000000006ffbd0 T vsldsseditcovcor_
00000000006ffb20 T vsldSSEditCovCor
00000000006ffc70 T VSLDSSEDITCOVCOR_
00000000006ff0e0 T vsldsseditcp_
00000000006ff040 T vsldSSEditCP
00000000006ff170 T VSLDSSEDITCP_
00000000006ffdc0 T vsldsseditmissingvalues_
00000000006ffd10 T vsldSSEditMissingValues
00000000006ffe60 T VSLDSSEDITMISSINGVALUES_
00000000006ff7f0 T vsldsseditmoments_
00000000006ff740 T vsldSSEditMoments
00000000006ff890 T VSLDSSEDITMOMENTS_
00000000006fed30 T vsldsseditoutliersdetection_
00000000006feca0 T vsldSSEditOutliersDetection
00000000006fedc0 T VSLDSSEDITOUTLIERSDETECTION_
00000000007030a0 T vsldsseditpartialcovcor_
0000000000702ff0 T vsldSSEditPartialCovCor
0000000000703140 T VSLDSSEDITPARTIALCOVCOR_
00000000006fe5e0 T vsldsseditpooledcovariance_
00000000006fe530 T vsldSSEditPooledCovariance
00000000006fe680 T VSLDSSEDITPOOLEDCOVARIANCE_
00000000006ff9e0 T vsldsseditquantiles_
00000000006ff930 T vsldSSEditQuantiles
00000000006ffa80 T VSLDSSEDITQUANTILES_
0000000000703a00 T vsldsseditrobustcovariance_
0000000000703950 T vsldSSEditRobustCovariance
0000000000703aa0 T VSLDSSEDITROBUSTCOVARIANCE_
00000000006fe230 T vsldsseditstreamquantiles_
00000000006fe180 T vsldSSEditStreamQuantiles
00000000006fe2d0 T VSLDSSEDITSTREAMQUANTILES_
0000000000700170 T vsldsseditsums_
00000000007000c0 T vsldSSEditSums
0000000000700210 T VSLDSSEDITSUMS_
0000000000703710 T vsldssedittask_
0000000000703690 T vsldSSEditTask
0000000000703780 T VSLDSSEDITTASK_
0000000000703340 T vsldssnewtask_
00000000007031e0 T vsldSSNewTask
00000000007033f0 T VSLDSSNEWTASK_
0000000000703290 T vsldSSNewTask_64
000000000062a180 T vslgamma_
0000000000629d00 T vsLGamma
0000000000629f40 T VSLGAMMA_
000000000062a2a0 T vslgamma_64_
0000000000629e20 T vsLGamma_64
000000000062a060 T VSLGAMMA_64_
0000000000699c20 T vslgammai_
0000000000699720 T vsLGammaI
00000000006999a0 T VSLGAMMAI_
0000000000699d60 T vslgammai_64_
0000000000699860 T vsLGammaI_64
0000000000699ae0 T VSLGAMMAI_64_
00000000006fe9d0 T vslgetbrngproperties_
00000000006fe960 T vslGetBrngProperties
00000000006fea40 T VSLGETBRNGPROPERTIES_
00000000006fe780 T vslgetnumregbrngs_
00000000006fe720 T vslGetNumRegBrngs
00000000006fe7e0 T VSLGETNUMREGBRNGS_
0000000000700e10 T vslgetstreamsize_
0000000000700d50 T vslGetStreamSize
0000000000700e70 T VSLGETSTREAMSIZE_
0000000000700db0 T vslGetStreamSize_64
0000000000701f30 T vslgetstreamstatebrng_
0000000000701ed0 T vslGetStreamStateBrng
0000000000701f90 T VSLGETSTREAMSTATEBRNG_
000000000067a8e0 T vslinearfrac_
000000000067a260 T vsLinearFrac
000000000067a5c0 T VSLINEARFRAC_
000000000067aa70 T vslinearfrac_64_
000000000067a410 T vsLinearFrac_64
000000000067a750 T VSLINEARFRAC_64_
00000000006f6a60 T vslinearfraci_
00000000006f62e0 T vsLinearFracI
00000000006f66a0 T VSLINEARFRACI_
00000000006f6c40 T vslinearfraci_64_
00000000006f64c0 T vsLinearFracI_64
00000000006f6880 T VSLINEARFRACI_64_
0000000000702080 T vslinewabstractstream_
0000000000701ff0 T vsliNewAbstractStream
0000000000702110 T VSLINEWABSTRACTSTREAM_
0000000000700f50 T vslissedittask_
0000000000700ed0 T vsliSSEditTask
0000000000700fc0 T VSLISSEDITTASK_
0000000000701c30 T vslleapfrogstream_
0000000000701b50 T vslLeapfrogStream
0000000000701ca0 T VSLLEAPFROGSTREAM_
0000000000701bc0 T vslLeapfrogStream_64
00000000007008d0 T vslloadstreamf_
00000000007007d0 T vslLoadStreamF
0000000000700950 T VSLLOADSTREAMF_
0000000000700850 T vslLoadStreamF_64
0000000000700c70 T vslloadstreamm_
0000000000700b90 T vslLoadStreamM
0000000000700ce0 T VSLLOADSTREAMM_
0000000000700c00 T vslLoadStreamM_64
000000000061f8c0 T vsln_
000000000061f440 T vsLn
000000000061f680 T VSLN_
000000000061f9e0 T vsln_64_
000000000061f560 T vsLn_64
000000000061f7a0 T VSLN_64_
0000000000701350 T vslnewstream_
00000000007011e0 T vslNewStream
00000000007013d0 T VSLNEWSTREAM_
00000000007012d0 T vslNewStream_64
0000000000701550 T vslnewstreamex_
0000000000701450 T vslNewStreamEx
00000000007015d0 T VSLNEWSTREAMEX_
00000000007014d0 T vslNewStreamEx_64
000000000068e0a0 T vslni_
000000000068dba0 T vsLnI
000000000068de20 T VSLNI_
000000000068e1e0 T vslni_64_
000000000068dce0 T vsLnI_64
000000000068df60 T VSLNI_64_
000000000061ff80 T vslog10_
000000000061fb00 T vsLog10
000000000061fd40 T VSLOG10_
00000000006200a0 T vslog10_64_
000000000061fc20 T vsLog10_64
000000000061fe60 T VSLOG10_64_
000000000068e820 T vslog10i_
000000000068e320 T vsLog10I
000000000068e5a0 T VSLOG10I_
000000000068e960 T vslog10i_64_
000000000068e460 T vsLog10I_64
000000000068e6e0 T VSLOG10I_64_
0000000000627900 T vslog1p_
0000000000627480 T vsLog1p
00000000006276c0 T VSLOG1P_
0000000000627a20 T vslog1p_64_
00000000006275a0 T vsLog1p_64
00000000006277e0 T VSLOG1P_64_
0000000000696f20 T vslog1pi_
0000000000696a20 T vsLog1pI
0000000000696ca0 T VSLOG1PI_
0000000000697060 T vslog1pi_64_
0000000000696b60 T vsLog1pI_64
0000000000696de0 T VSLOG1PI_64_
000000000062ebc0 T vslog2_
000000000062e740 T vsLog2
000000000062e980 T VSLOG2_
000000000062ece0 T vslog2_64_
000000000062e860 T vsLog2_64
000000000062eaa0 T VSLOG2_64_
000000000069eea0 T vslog2i_
000000000069e9a0 T vsLog2I
000000000069ec20 T VSLOG2I_
000000000069efe0 T vslog2i_64_
000000000069eae0 T vsLog2I_64
000000000069ed60 T VSLOG2I_64_
00000000006306c0 T vslogb_
0000000000630240 T vsLogb
0000000000630480 T VSLOGB_
00000000006307e0 T vslogb_64_
0000000000630360 T vsLogb_64
00000000006305a0 T VSLOGB_64_
00000000006a0ca0 T vslogbi_
00000000006a07a0 T vsLogbI
00000000006a0a20 T VSLOGBI_
00000000006a0de0 T vslogbi_64_
00000000006a08e0 T vsLogbI_64
00000000006a0b60 T VSLOGBI_64_
00000000006fe8a0 T vslregisterbrng_
00000000006fe840 T vslRegisterBrng
00000000006fe900 T VSLREGISTERBRNG_
00000000007006d0 T vslsavestreamf_
00000000007005d0 T vslSaveStreamF
0000000000700750 T VSLSAVESTREAMF_
0000000000700650 T vslSaveStreamF_64
0000000000700ab0 T vslsavestreamm_
00000000007009d0 T vslSaveStreamM
0000000000700b20 T VSLSAVESTREAMM_
0000000000700a40 T vslSaveStreamM_64
000000000070f0a0 T vslsconvexec
000000000070f0a0 T vslsconvexec_
000000000070f140 T vslsConvExec
000000000070f0a0 T VSLSCONVEXEC_
000000000070ed20 T vslsconvexec1d
000000000070ed20 T vslsconvexec1d_
000000000070edc0 T vslsConvExec1D
000000000070ed20 T VSLSCONVEXEC1D_
000000000070ef80 T vslsconvexecx
000000000070ef80 T vslsconvexecx_
000000000070f010 T vslsConvExecX
000000000070ef80 T VSLSCONVEXECX_
000000000070ee60 T vslsconvexecx1d
000000000070ee60 T vslsconvexecx1d_
000000000070eef0 T vslsConvExecX1D
000000000070ee60 T VSLSCONVEXECX1D_
000000000070f580 T vslsconvnewtask
000000000070f580 T vslsconvnewtask_
000000000070f620 T vslsConvNewTask
000000000070f580 T VSLSCONVNEWTASK_
000000000070f1e0 T vslsconvnewtask1d
000000000070f1e0 T vslsconvnewtask1d_
000000000070f270 T vslsConvNewTask1D
000000000070f1e0 T VSLSCONVNEWTASK1D_
000000000070f440 T vslsconvnewtaskx
000000000070f440 T vslsconvnewtaskx_
000000000070f4e0 T vslsConvNewTaskX
000000000070f440 T VSLSCONVNEWTASKX_
000000000070f300 T vslsconvnewtaskx1d
000000000070f300 T vslsconvnewtaskx1d_
000000000070f3a0 T vslsConvNewTaskX1D
000000000070f300 T VSLSCONVNEWTASKX1D_
000000000070fa40 T vslscorrexec
000000000070fa40 T vslscorrexec_
000000000070fae0 T vslsCorrExec
000000000070fa40 T VSLSCORREXEC_
000000000070f6c0 T vslscorrexec1d
000000000070f6c0 T vslscorrexec1d_
000000000070f760 T vslsCorrExec1D
000000000070f6c0 T VSLSCORREXEC1D_
000000000070f920 T vslscorrexecx
000000000070f920 T vslscorrexecx_
000000000070f9b0 T vslsCorrExecX
000000000070f920 T VSLSCORREXECX_
000000000070f800 T vslscorrexecx1d
000000000070f800 T vslscorrexecx1d_
000000000070f890 T vslsCorrExecX1D
000000000070f800 T VSLSCORREXECX1D_
000000000070ff20 T vslscorrnewtask
000000000070ff20 T vslscorrnewtask_
000000000070ffc0 T vslsCorrNewTask
000000000070ff20 T VSLSCORRNEWTASK_
000000000070fb80 T vslscorrnewtask1d
000000000070fb80 T vslscorrnewtask1d_
000000000070fc10 T vslsCorrNewTask1D
000000000070fb80 T VSLSCORRNEWTASK1D_
000000000070fde0 T vslscorrnewtaskx
000000000070fde0 T vslscorrnewtaskx_
000000000070fe80 T vslsCorrNewTaskX
000000000070fde0 T VSLSCORRNEWTASKX_
000000000070fca0 T vslscorrnewtaskx1d
000000000070fca0 T vslscorrnewtaskx1d_
000000000070fd40 T vslsCorrNewTaskX1D
000000000070fca0 T VSLSCORRNEWTASKX1D_
0000000000701df0 T vslskipaheadstream_
0000000000701d10 T vslSkipAheadStream
0000000000701e60 T VSLSKIPAHEADSTREAM_
0000000000701d80 T vslSkipAheadStream_64
0000000000702680 T vslskipaheadstreamex_
0000000000702580 T vslSkipAheadStreamEx
00000000007026f0 T VSLSKIPAHEADSTREAMEX_
0000000000702600 T vslSkipAheadStreamEx_64
0000000000702440 T vslsnewabstractstream_
0000000000702390 T vslsNewAbstractStream
00000000007024e0 T VSLSNEWABSTRACTSTREAM_
00000000006fe0c0 T vslssdeletetask_
00000000006fe060 T vslSSDeleteTask
00000000006fe120 T VSLSSDELETETASK_
00000000006ff470 T vslssscompute_
00000000006ff3f0 T vslsSSCompute
00000000006ff4e0 T VSLSSSCOMPUTE_
0000000000700350 T vslssseditcorparameterization_
00000000007002b0 T vslsSSEditCorParameterization
00000000007003e0 T VSLSSSEDITCORPARAMETERIZATION_
0000000000703550 T vslssseditcovcor_
00000000007034a0 T vslsSSEditCovCor
00000000007035f0 T VSLSSSEDITCOVCOR_
00000000006fffa0 T vslssseditcp_
00000000006fff00 T vslsSSEditCP
0000000000700030 T VSLSSSEDITCP_
0000000000702810 T vslssseditmissingvalues_
0000000000702760 T vslsSSEditMissingValues
00000000007028b0 T VSLSSSEDITMISSINGVALUES_
00000000006feb60 T vslssseditmoments_
00000000006feab0 T vslsSSEditMoments
00000000006fec00 T VSLSSSEDITMOMENTS_
00000000007010c0 T vslssseditoutliersdetection_
0000000000701030 T vslsSSEditOutliersDetection
0000000000701150 T VSLSSSEDITOUTLIERSDETECTION_
00000000006fdf20 T vslssseditpartialcovcor_
00000000006fde70 T vslsSSEditPartialCovCor
00000000006fdfc0 T VSLSSSEDITPARTIALCOVCOR_
00000000006ff600 T vslssseditpooledcovariance_
00000000006ff550 T vslsSSEditPooledCovariance
00000000006ff6a0 T VSLSSSEDITPOOLEDCOVARIANCE_
0000000000702bf0 T vslssseditquantiles_
0000000000702b40 T vslsSSEditQuantiles
0000000000702c90 T VSLSSSEDITQUANTILES_
00000000006fef00 T vslssseditrobustcovariance_
00000000006fee50 T vslsSSEditRobustCovariance
00000000006fefa0 T VSLSSSEDITROBUSTCOVARIANCE_
00000000006ff2b0 T vslssseditstreamquantiles_
00000000006ff200 T vslsSSEditStreamQuantiles
00000000006ff350 T VSLSSSEDITSTREAMQUANTILES_
0000000000702a00 T vslssseditsums_
0000000000702950 T vslsSSEditSums
0000000000702aa0 T VSLSSSEDITSUMS_
00000000007004f0 T vslsssedittask_
0000000000700470 T vslsSSEditTask
0000000000700560 T VSLSSSEDITTASK_
0000000000702e90 T vslsssnewtask_
0000000000702d30 T vslsSSNewTask
0000000000702f40 T VSLSSSNEWTASK_
0000000000702de0 T vslsSSNewTask_64
00000000007103e0 T vslzconvexec
00000000007103e0 T vslzconvexec_
0000000000710480 T vslzConvExec
00000000007103e0 T VSLZCONVEXEC_
0000000000710060 T vslzconvexec1d
0000000000710060 T vslzconvexec1d_
0000000000710100 T vslzConvExec1D
0000000000710060 T VSLZCONVEXEC1D_
00000000007102c0 T vslzconvexecx
00000000007102c0 T vslzconvexecx_
0000000000710350 T vslzConvExecX
00000000007102c0 T VSLZCONVEXECX_
00000000007101a0 T vslzconvexecx1d
00000000007101a0 T vslzconvexecx1d_
0000000000710230 T vslzConvExecX1D
00000000007101a0 T VSLZCONVEXECX1D_
00000000007108c0 T vslzconvnewtask
00000000007108c0 T vslzconvnewtask_
0000000000710960 T vslzConvNewTask
00000000007108c0 T VSLZCONVNEWTASK_
0000000000710520 T vslzconvnewtask1d
0000000000710520 T vslzconvnewtask1d_
00000000007105b0 T vslzConvNewTask1D
0000000000710520 T VSLZCONVNEWTASK1D_
0000000000710780 T vslzconvnewtaskx
0000000000710780 T vslzconvnewtaskx_
0000000000710820 T vslzConvNewTaskX
0000000000710780 T VSLZCONVNEWTASKX_
0000000000710640 T vslzconvnewtaskx1d
0000000000710640 T vslzconvnewtaskx1d_
00000000007106e0 T vslzConvNewTaskX1D
0000000000710640 T VSLZCONVNEWTASKX1D_
0000000000710d80 T vslzcorrexec
0000000000710d80 T vslzcorrexec_
0000000000710e20 T vslzCorrExec
0000000000710d80 T VSLZCORREXEC_
0000000000710a00 T vslzcorrexec1d
0000000000710a00 T vslzcorrexec1d_
0000000000710aa0 T vslzCorrExec1D
0000000000710a00 T VSLZCORREXEC1D_
0000000000710c60 T vslzcorrexecx
0000000000710c60 T vslzcorrexecx_
0000000000710cf0 T vslzCorrExecX
0000000000710c60 T VSLZCORREXECX_
0000000000710b40 T vslzcorrexecx1d
0000000000710b40 T vslzcorrexecx1d_
0000000000710bd0 T vslzCorrExecX1D
0000000000710b40 T VSLZCORREXECX1D_
0000000000711260 T vslzcorrnewtask
0000000000711260 T vslzcorrnewtask_
0000000000711300 T vslzCorrNewTask
0000000000711260 T VSLZCORRNEWTASK_
0000000000710ec0 T vslzcorrnewtask1d
0000000000710ec0 T vslzcorrnewtask1d_
0000000000710f50 T vslzCorrNewTask1D
0000000000710ec0 T VSLZCORRNEWTASK1D_
0000000000711120 T vslzcorrnewtaskx
0000000000711120 T vslzcorrnewtaskx_
00000000007111c0 T vslzCorrNewTaskX
0000000000711120 T VSLZCORRNEWTASKX_
0000000000710fe0 T vslzcorrnewtaskx1d
0000000000710fe0 T vslzcorrnewtaskx1d_
0000000000711080 T vslzCorrNewTaskX1D
0000000000710fe0 T VSLZCORRNEWTASKX1D_
0000000000666660 T vsmaxmag_
00000000006661a0 T vsMaxMag
0000000000666400 T VSMAXMAG_
0000000000666790 T vsmaxmag_64_
00000000006662d0 T vsMaxMag_64
0000000000666530 T VSMAXMAG_64_
00000000006ddb60 T vsmaxmagi_
00000000006dd580 T vsMaxMagI
00000000006dd860 T VSMAXMAGI_
00000000006ddce0 T vsmaxmagi_64_
00000000006dd6f0 T vsMaxMagI_64
00000000006dd9e0 T VSMAXMAGI_64_
0000000000666d80 T vsminmag_
00000000006668c0 T vsMinMag
0000000000666b20 T VSMINMAG_
0000000000666eb0 T vsminmag_64_
00000000006669f0 T vsMinMag_64
0000000000666c50 T VSMINMAG_64_
00000000006de440 T vsminmagi_
00000000006dde60 T vsMinMagI
00000000006de140 T VSMINMAGI_
00000000006de5c0 T vsminmagi_64_
00000000006ddfd0 T vsMinMagI_64
00000000006de2c0 T VSMINMAGI_64_
0000000000678380 T vsmodf_
0000000000677ec0 T vsModf
0000000000678120 T VSMODF_
00000000006784b0 T vsmodf_64_
0000000000677ff0 T vsModf_64
0000000000678250 T VSMODF_64_
00000000006f3c60 T vsmodfi_
00000000006f3680 T vsModfI
00000000006f3960 T VSMODFI_
00000000006f3de0 T vsmodfi_64_
00000000006f37f0 T vsModfI_64
00000000006f3ae0 T VSMODFI_64_
0000000000663480 T vsmul_
0000000000662fc0 T vsMul
0000000000663220 T VSMUL_
00000000006635b0 T vsmul_64_
00000000006630f0 T vsMul_64
0000000000663350 T VSMUL_64_
00000000006d9d40 T vsmuli_
00000000006d9760 T vsMulI
00000000006d9a40 T VSMULI_
00000000006d9ec0 T vsmuli_64_
00000000006d98d0 T vsMulI_64
00000000006d9bc0 T VSMULI_64_
000000000061ae80 T vsnearbyint_
000000000061aa00 T vsNearbyInt
000000000061ac40 T VSNEARBYINT_
000000000061afa0 T vsnearbyint_64_
000000000061ab20 T vsNearbyInt_64
000000000061ad60 T VSNEARBYINT_64_
0000000000688e20 T vsnearbyinti_
0000000000688920 T vsNearbyIntI
0000000000688ba0 T VSNEARBYINTI_
0000000000688f60 T vsnearbyinti_64_
0000000000688a60 T vsNearbyIntI_64
0000000000688ce0 T VSNEARBYINTI_64_
00000000006649e0 T vsnextafter_
0000000000664520 T vsNextAfter
0000000000664780 T VSNEXTAFTER_
0000000000664b10 T vsnextafter_64_
0000000000664650 T vsNextAfter_64
00000000006648b0 T VSNEXTAFTER_64_
00000000006db7e0 T vsnextafteri_
00000000006db200 T vsNextAfterI
00000000006db4e0 T VSNEXTAFTERI_
00000000006db960 T vsnextafteri_64_
00000000006db370 T vsNextAfterI_64
00000000006db660 T VSNEXTAFTERI_64_
                 U vsnprintf
000000000067ba60 T vspacki_
000000000067b5a0 T vsPackI
000000000067b800 T VSPACKI_
000000000067bb90 T vspacki_64_
000000000067b6d0 T vsPackI_64
000000000067b930 T VSPACKI_64_
000000000067d6e0 T vspackm_
000000000067d220 T vsPackM
000000000067d480 T VSPACKM_
000000000067d810 T vspackm_64_
000000000067d350 T vsPackM_64
000000000067d5b0 T VSPACKM_64_
000000000067f360 T vspackv_
000000000067eea0 T vsPackV
000000000067f100 T VSPACKV_
000000000067f490 T vspackv_64_
000000000067efd0 T vsPackV_64
000000000067f230 T VSPACKV_64_
00000000006610e0 T vspow_
0000000000660c20 T vsPow
0000000000660e80 T VSPOW_
0000000000628680 T vspow2o3_
0000000000628200 T vsPow2o3
0000000000628440 T VSPOW2O3_
00000000006287a0 T vspow2o3_64_
0000000000628320 T vsPow2o3_64
0000000000628560 T VSPOW2O3_64_
0000000000697e20 T vspow2o3i_
0000000000697920 T vsPow2o3I
0000000000697ba0 T VSPOW2O3I_
0000000000697f60 T vspow2o3i_64_
0000000000697a60 T vsPow2o3I_64
0000000000697ce0 T VSPOW2O3I_64_
0000000000627fc0 T vspow3o2_
0000000000627b40 T vsPow3o2
0000000000627d80 T VSPOW3O2_
00000000006280e0 T vspow3o2_64_
0000000000627c60 T vsPow3o2_64
0000000000627ea0 T VSPOW3O2_64_
00000000006976a0 T vspow3o2i_
00000000006971a0 T vsPow3o2I
0000000000697420 T VSPOW3O2I_
00000000006977e0 T vspow3o2i_64_
00000000006972e0 T vsPow3o2I_64
0000000000697560 T VSPOW3O2I_64_
0000000000661210 T vspow_64_
0000000000660d50 T vsPow_64
0000000000660fb0 T VSPOW_64_
00000000006d70e0 T vspowi_
00000000006d6b00 T vsPowI
00000000006d6de0 T VSPOWI_
00000000006d7260 T vspowi_64_
00000000006d6c70 T vsPowI_64
00000000006d6f60 T VSPOWI_64_
00000000006674a0 T vspowr_
0000000000666fe0 T vsPowr
0000000000667240 T VSPOWR_
00000000006675d0 T vspowr_64_
0000000000667110 T vsPowr_64
0000000000667370 T VSPOWR_64_
00000000006ded20 T vspowri_
00000000006de740 T vsPowrI
00000000006dea20 T VSPOWRI_
00000000006deea0 T vspowri_64_
00000000006de8b0 T vsPowrI_64
00000000006deba0 T VSPOWRI_64_
0000000000676e60 T vspowx_
0000000000676980 T vsPowx
0000000000676c20 T VSPOWX_
0000000000676f80 T vspowx_64_
0000000000676ad0 T vsPowx_64
0000000000676d40 T VSPOWX_64_
00000000006f2280 T vspowxi_
00000000006f1ce0 T vsPowxI
00000000006f1fc0 T VSPOWXI_
00000000006f23e0 T vspowxi_64_
00000000006f1e50 T vsPowxI_64
00000000006f2120 T VSPOWXI_64_
0000000000667bc0 T vsremainder_
0000000000667700 T vsRemainder
0000000000667960 T VSREMAINDER_
0000000000667cf0 T vsremainder_64_
0000000000667830 T vsRemainder_64
0000000000667a90 T VSREMAINDER_64_
00000000006df600 T vsremainderi_
00000000006df020 T vsRemainderI
00000000006df300 T VSREMAINDERI_
00000000006df780 T vsremainderi_64_
00000000006df190 T vsRemainderI_64
00000000006df480 T VSREMAINDERI_64_
000000000061b540 T vsrint_
000000000061b0c0 T vsRint
000000000061b300 T VSRINT_
000000000061b660 T vsrint_64_
000000000061b1e0 T vsRint_64
000000000061b420 T VSRINT_64_
00000000006895a0 T vsrinti_
00000000006890a0 T vsRintI
0000000000689320 T VSRINTI_
00000000006896e0 T vsrinti_64_
00000000006891e0 T vsRintI_64
0000000000689460 T VSRINTI_64_
00000000006fb580 T vsrngbeta_
00000000006fb300 T vsRngBeta
00000000006fb4c0 T VSRNGBETA_
00000000006fb3e0 T vsRngBeta_64
00000000006f7b60 T vsrngcauchy_
00000000006f7960 T vsRngCauchy
00000000006f7ac0 T VSRNGCAUCHY_
00000000006f7a10 T vsRngCauchy_64
00000000006fbdd0 T vsrngchisquare_
00000000006fbc20 T vsRngChiSquare
00000000006fbd40 T VSRNGCHISQUARE_
